year,geo,noc,hours_worked
1993,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",29.3
1994,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",30.2
1995,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",29.8
1996,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",29.1
1997,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",32.3
1998,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",30.4
1999,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",26.3
2000,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",28.3
2001,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",26.8
2002,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",24.7
2003,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",25.5
2004,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",22.9
2005,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",26.3
2006,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",26.5
2007,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",29.3
2008,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",27.7
2009,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",28
2010,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",28.8
2011,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",27.2
2012,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",28.2
2013,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",28.8
2014,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",29.8
2015,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",28
2016,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",28.3
2017,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",27.7
2018,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",28.7
2019,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",29.5
2020,Nova Scotia,"Care providers and educational, legal and public protection support occupations [44]",27
1987,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",31.3
1988,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",33.4
1989,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",30.5
1990,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",32.4
1991,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",32.2
1992,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",29.4
1993,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",30.9
1994,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",32.6
1995,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",31
1996,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",33
1997,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",32.4
1998,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",31.8
1999,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",33.4
2000,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",33.6
2001,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",31.9
2002,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",30
2003,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",28.3
2004,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",31.4
2005,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",29.7
2006,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",29.8
2007,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",30.7
2008,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",31
2009,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",30.9
2010,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",29
2011,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",30.4
2012,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",29.6
2013,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",29
2014,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",30.3
2015,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",27.9
2016,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",28.7
2017,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",30.4
2018,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",29.9
2019,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",29.6
2020,Nova Scotia,"Occupations in art, culture, recreation and sport [5]",29.2
1987,Nova Scotia,Professional occupations in art and culture [51],29.3
1988,Nova Scotia,Professional occupations in art and culture [51],31.4
1989,Nova Scotia,Professional occupations in art and culture [51],29.7
1990,Nova Scotia,Professional occupations in art and culture [51],33.8
1991,Nova Scotia,Professional occupations in art and culture [51],32
1992,Nova Scotia,Professional occupations in art and culture [51],28.1
1993,Nova Scotia,Professional occupations in art and culture [51],32.1
1994,Nova Scotia,Professional occupations in art and culture [51],30.3
1995,Nova Scotia,Professional occupations in art and culture [51],33.1
1996,Nova Scotia,Professional occupations in art and culture [51],32.1
1997,Nova Scotia,Professional occupations in art and culture [51],32
1998,Nova Scotia,Professional occupations in art and culture [51],33.5
1999,Nova Scotia,Professional occupations in art and culture [51],35.3
2000,Nova Scotia,Professional occupations in art and culture [51],33
2001,Nova Scotia,Professional occupations in art and culture [51],29.1
2002,Nova Scotia,Professional occupations in art and culture [51],32.2
2003,Nova Scotia,Professional occupations in art and culture [51],26.5
2004,Nova Scotia,Professional occupations in art and culture [51],28.4
2005,Nova Scotia,Professional occupations in art and culture [51],29.2
2006,Nova Scotia,Professional occupations in art and culture [51],30.4
2007,Nova Scotia,Professional occupations in art and culture [51],31.2
2008,Nova Scotia,Professional occupations in art and culture [51],32.1
2009,Nova Scotia,Professional occupations in art and culture [51],30.1
2010,Nova Scotia,Professional occupations in art and culture [51],28.4
2011,Nova Scotia,Professional occupations in art and culture [51],32
2012,Nova Scotia,Professional occupations in art and culture [51],30.6
2013,Nova Scotia,Professional occupations in art and culture [51],29.6
2014,Nova Scotia,Professional occupations in art and culture [51],32.3
2015,Nova Scotia,Professional occupations in art and culture [51],27.2
2016,Nova Scotia,Professional occupations in art and culture [51],29.3
2017,Nova Scotia,Professional occupations in art and culture [51],31.8
2018,Nova Scotia,Professional occupations in art and culture [51],31.5
2019,Nova Scotia,Professional occupations in art and culture [51],30.8
